rating,cocoa_percent,bean_type,bean_broad_origin,company_name,company_location
3.75,75.0,Trinitario,Jamaica,Rogue,U.S.A.
3.75,75.0,Nacional (Arriba),Ecuador,Rogue,U.S.A.
3.0,75.0,Criollo,Bolivia,Rogue,U.S.A.
3.75,75.0, ,Peru,Rogue,U.S.A.
3.5,70.0,Trinitario,Venezuela,Rogue,U.S.A.
2.75,70.0, ,Dominican Republic,Rogue,U.S.A.
2.75,70.0,Trinitario,Jamaica,Rogue,U.S.A.
2.75,70.0,Trinitario,Madagascar,Rogue,U.S.A.
3.0,70.0,Trinitario,Trinidad,Rogue,U.S.A.
2.5,84.0, ,Venezuela,Rozsavolgyi,Hungary
2.25,76.0,Trinitario,Venezuela,Rozsavolgyi,Hungary
2.5,72.0,Trinitario,Madagascar,Rozsavolgyi,Hungary
3.5,73.0,Criollo,Venezuela,Rozsavolgyi,Hungary
2.5,71.0, ,Venezuela,Rozsavolgyi,Hungary
3.5,70.0, ,Venezuela,Rozsavolgyi,Hungary
2.75,77.0,Forastero,Principe,Rozsavolgyi,Hungary
3.5,64.0,Trinitario,Madagascar,S.A.I.D.,Italy
3.0,70.0, ,Dominican Republic,S.A.I.D.,Italy
3.5,72.0, ,Carribean,S.A.I.D.,Italy
2.75,83.0, ,Central and S. America,Sacred,U.S.A.
3.25,69.0, ,Central and S. America,Sacred,U.S.A.
3.5,70.0,Forastero,Brazil,Salgado,Argentina
3.5,70.0,Forastero,Ecuador,Salgado,Argentina
3.5,70.0,Trinitario,Venezuela,Salgado,Argentina
3.5,70.0,Forastero,Ecuador,Salgado,Argentina
2.75,75.0,Forastero,Colombia,Santander (Compania Nacional),Colombia
3.0,70.0,Forastero,Colombia,Santander (Compania Nacional),Colombia
2.0,53.0,Forastero,Colombia,Santander (Compania Nacional),Colombia
3.0,65.0,Forastero,Colombia,Santander (Compania Nacional),Colombia
4.0,70.0,Forastero,Colombia,Santander (Compania Nacional),Colombia
2.75,70.0,Forastero,Sao Tome,Santome,France
4.0,78.0, ,Peru,Scharffen Berger,U.S.A.
3.75,68.0, ,Papua New Guinea,Scharffen Berger,U.S.A.
3.5,68.0,Trinitario,Grenada,Scharffen Berger,U.S.A.
3.75,65.0,Criollo,Madagascar,Scharffen Berger,U.S.A.
3.75,68.0, ,Brazil,Scharffen Berger,U.S.A.
4.0,65.0,Forastero,Ghana,Scharffen Berger,U.S.A.
3.75,72.0,Trinitario,Vietnam,Scharffen Berger,U.S.A.
3.0,72.0,Blend,"Ven., Trinidad, Mad.",Scharffen Berger,U.S.A.
3.0,72.0,Blend,Carribean(DR/Jam/Tri),Scharffen Berger,U.S.A.
3.75,75.0, ,Venezuela,Scharffen Berger,U.S.A.
3.0,75.0,Blend,Carribean,Scharffen Berger,U.S.A.
2.0,68.0,Blend,Ghana & Madagascar,Scharffen Berger,U.S.A.
2.0,70.0,Trinitario,Jamaica,Scharffen Berger,U.S.A.
2.75,70.0, ,Domincan Republic,Seaforth,U.K.
2.75,70.0, ,Grenada,Seaforth,U.K.
3.25,72.0,Trinitario,Jamaica,Shark Mountain,U.S.A.
3.5,73.0,Forastero,Papua New Guinea,Shark Mountain,U.S.A.
2.75,77.0,Criollo,Venezuela,Shark Mountain,U.S.A.
3.5,74.0,Criollo,Dominican Republic,Shark Mountain,U.S.A.
3.0,75.0,Trinitario,Ecuador,Shark Mountain,U.S.A.
3.25,72.0,Criollo,Belize,Shark Mountain,U.S.A.
2.0,73.0, ,Hawaii,Shark's,U.S.A.
2.5,73.0, ,Hawaii,Shark's,U.S.A.
3.25,70.0, ,Peru,Shattel,Peru
3.5,75.0,Criollo,Peru,Shattell,Peru
3.25,82.0, ,Costa Rica,Sibu,Costa Rica
3.5,70.0, ,Costa Rica,Sibu,Costa Rica
2.5,70.0, ,Peru,Sibu Sura,U.S.A.
3.0,67.0,Criollo,Belize,Silvio Bessone,Italy
3.25,65.0,Forastero,Sao Tome,Silvio Bessone,Italy
3.25,60.0,Trinitario,Brazil,Silvio Bessone,Italy
3.0,68.0,Criollo,Colombia,Silvio Bessone,Italy
3.5,73.0, ,Bolivia,Sirene,Canada
3.5,73.0, ,Tanzania,Sirene,Canada
3.75,73.0, ,Ecuador,Sirene,Canada
3.0,100.0,Trinitario,Madagascar,Sirene,Canada
3.0,100.0, ,Ecuador,Sirene,Canada
3.0,73.0, ,Guatemala,Sirene,Canada
3.25,73.0, ,Guatemala,Sirene,Canada
3.25,73.0, ,Haiti,Sirene,Canada
3.75,67.0,Trinitario,Madagascar,Sirene,Canada
3.75,73.0,Trinitario,Madagascar,Sirene,Canada
3.75,73.0, ,Ecuador,Sirene,Canada
2.75,70.0,Forastero,Ghana,Sjolinds,U.S.A.
3.0,72.0, ,Nicaragua,Sjolinds,U.S.A.
3.5,70.0, ,Dominican Republic,"Smooth Chocolator, The",Australia
3.75,70.0,Criollo,Venezuela,"Smooth Chocolator, The",Australia
4.0,70.0,Criollo,Ecuador,"Smooth Chocolator, The",Australia
3.75,70.0, ,Belize,"Smooth Chocolator, The",Australia
3.0,70.0,Trinitario,Vietnam,"Smooth Chocolator, The",Australia
3.75,67.0, ,Australia,"Smooth Chocolator, The",Australia
3.25,70.0, ,Guatemala,"Smooth Chocolator, The",Australia
3.25,65.0,Trinitario,Madagascar,"Smooth Chocolator, The",Australia
3.5,70.0,Trinitario,Madagascar,"Smooth Chocolator, The",Australia
3.75,67.0, ,Tanzania,"Smooth Chocolator, The",Australia
3.75,70.0,Trinitario,Trinidad,"Smooth Chocolator, The",Australia
4.0,72.0, ,Ecuador,"Smooth Chocolator, The",Australia
2.75,72.0, ,Bolivia,"Smooth Chocolator, The",Australia
3.5,65.0, ,Papua New Guinea,"Smooth Chocolator, The",Australia
3.0,67.0,Forastero,Peru,"Smooth Chocolator, The",Australia
3.75,70.0,Trinitario,Venezuela,"Smooth Chocolator, The",Australia
1.5,67.0,Forastero,Ghana,Snake & Butterfly,U.S.A.
3.0,68.0,Trinitario,Madagascar,Snake & Butterfly,U.S.A.
3.25,68.0, ,Ecuador,Snake & Butterfly,U.S.A.
3.5,70.0, ,Ecuador,Sol Cacao,U.S.A.
3.0,72.0,Trinitario,Madagascar,Sol Cacao,U.S.A.
2.75,68.0,Forastero,Peru,Solkiki,U.K.
2.75,85.0, ,Domincan Republic,Solkiki,U.K.
3.25,70.0, ,Solomon Islands,Solomons Gold,New Zealand
3.25,75.0, ,Solomon Islands,Solomons Gold,New Zealand
3.0,70.0,Trinitario,Uganda,Solstice,U.S.A.
3.0,70.0,Trinitario,Madagascar,Solstice,U.S.A.
3.0,70.0, ,Venezuela,Solstice,U.S.A.
3.25,70.0, ,Bolivia,Solstice,U.S.A.
3.25,70.0, ,Peru,Solstice,U.S.A.
3.5,62.0, ,Domincan Republic,Soma,Canada
3.5,70.0,Trinitario,Madagascar,Soma,Canada
3.5,70.0,Forastero,Brazil,Soma,Canada
3.75,75.0, ,"Ven.,Ecu.,Peru,Nic.",Soma,Canada
3.75,70.0,Trinitario,Nicaragua,Soma,Canada
4.0,70.0,Trinitario,Vietnam,Soma,Canada
3.25,70.0, ,Ecuador,Soma,Canada
3.5,70.0,Criollo,Venezuela,Soma,Canada
4.0,75.0, ,Venezuela,Soma,Canada
3.5,70.0, ,Nicaragua,Soma,Canada
3.75,70.0,Forastero,Peru,Soma,Canada
3.25,70.0,Trinitario,Nicaragua,Soma,Canada
3.5,80.0,Forastero,Ecuador,Soma,Canada
3.75,70.0,Forastero,Vanuatu,Soma,Canada
3.25,70.0,Blend,Madagascar & Ecuador,Soma,Canada
3.75,77.0,Trinitario,Dominican Republic,Soma,Canada
3.25,70.0,Criollo,Indonesia,Soma,Canada
2.75,70.0,Criollo,Peru,Soma,Canada
3.75,70.0,Trinitario,Trinidad,Soma,Canada
3.75,70.0,Criollo,Venezuela,Soma,Canada
4.0,88.0, ,"Guat., D.R., Peru, Mad., PNG",Soma,Canada
4.0,70.0,Criollo,Venezuela,Soma,Canada
4.0,67.0, ,"Peru, Dom. Rep",Soma,Canada
3.25,70.0,Forastero,Venezuela,Soma,Canada
4.0,70.0,Trinitario,Jamaica,Soma,Canada
3.25,70.0, ,Haiti,Soma,Canada
3.75,70.0, ,Hawaii,Soma,Canada
4.0,70.0,Blend,"Dom. Rep., Madagascar",Soma,Canada
4.0,70.0,Blend,"Gre., PNG, Haw., Haiti, Mad",Soma,Canada
3.5,70.0,Trinitario,Guatemala,Soma,Canada
3.75,70.0,Trinitario,Venezuela,Soma,Canada
3.5,70.0,Blend,"Mad., Java, PNG",Soma,Canada
3.5,85.0,Trinitario,Papua New Guinea,Soma,Canada
2.75,70.0,Trinitario,Grenada,Soma,Canada
3.5,70.0,Nacional,Bolivia,Soma,Canada
4.0,64.0, ,Peru,Soma,Canada
3.75,70.0,Forastero,Dominican Republic,Soma,Canada
3.5,70.0,Criollo,Venezuela,Soma,Canada
3.75,70.0,Trinitario,"DR, Ecuador, Peru",Soma,Canada
3.0,70.0,Forastero,Dominican Republic,Soma,Canada
3.5,70.0,Forastero,Ghana,Soma,Canada
3.0,70.0,Trinitario,Dominican Republic,Soma,Canada
3.5,70.0,Trinitario,Papua New Guinea,Soma,Canada
3.75,70.0,Criollo,Madagascar,Soma,Canada
3.75,70.0,Criollo,Venezuela,Soma,Canada
3.25,70.0, ,Nicaragua,Somerville,U.S.A.
3.5,70.0, ,Hawaii,Somerville,U.S.A.
3.25,70.0, ,Dominican Republic,Soul,Canada
3.5,70.0, ,Madagascar,Soul,Canada
3.5,75.0, ,Venezuela,Soul,Canada
3.25,75.0, ,Ecuador,Soul,Canada
3.25,77.0, ,Papua New Guinea,Soul,Canada
3.5,80.0, ,Tanzania,Soul,Canada
3.0,70.0, ,Dominican Republic,Spagnvola,U.S.A.
3.0,80.0, ,Dominican Republic,Spagnvola,U.S.A.
3.25,75.0, ,Dominican Republic,Spagnvola,U.S.A.
3.75,70.0, ,Dominican Republic,Spencer,U.S.A.
3.5,70.0, ,Ecuador,Spencer,U.S.A.
2.75,70.0, ,Peru,Spencer,U.S.A.
3.5,70.0, ,Domincan Republic,Spencer,Australia
3.75,70.0, ,Ecuador,Spencer,Australia
3.75,70.0, ,Madagascar,Spencer,Australia
2.75,72.0,Trinitario,Vanuatu,Spencer,Australia
3.0,70.0,Criollo,Bolivia,Sprungli (Felchlin),Switzerland
3.0,70.0, ,Dominican Republic,SRSLY,U.S.A.
2.25,84.0, ,Dominican Republic,SRSLY,U.S.A.
3.0,70.0,Forastero,Ecuador,Starchild,U.S.A.
3.0,70.0, ,Domincan Republic,Starchild,U.S.A.
3.0,70.0, ,Guatemala,Starchild,U.S.A.
3.0,70.0,Trinitario,Nicaragua,Starchild,U.S.A.
3.0,70.0,Trinitario,Madagascar,Starchild,U.S.A.
2.75,68.0,Trinitario,Brazil,Stella (aka Bernrain),Switzerland
3.25,72.0, ,India,Stella (aka Bernrain),Switzerland
3.5,84.0, ,Ecuador,Stone Grindz,U.S.A.
3.5,70.0, ,Ecuador,Stone Grindz,U.S.A.
2.5,65.0, ,Philippines,StRita Supreme,U.S.A.
2.5,70.0, ,Philippines,StRita Supreme,U.S.A.
2.75,75.0, ,Philippines,StRita Supreme,U.S.A.
2.75,67.0,Trinitario,Madagascar,Sublime Origins,U.S.A.
3.25,78.0,Trinitario,Belize,Sublime Origins,U.S.A.
2.5,61.0,Criollo,Peru,Summerbird,Denmark
3.0,71.0,Criollo,Peru,Summerbird,Denmark
2.75,70.0, ,Venezuela,Suruca Chocolate,Venezuela
3.0,60.0, ,Venezuela,Suruca Chocolate,Venezuela
2.75,70.0,Criollo,Sri Lanka,Svenska Kakaobolaget,Sweden
3.25,70.0, ,Ecuador,Szanto Tibor,Hungary
3.25,88.0,Trinitario,Cuba,Szanto Tibor,Hungary
3.25,70.0,Trinitario,Madagascar,Szanto Tibor,Hungary
3.75,70.0,Forastero,Ecuador,Szanto Tibor,Hungary
3.25,70.0,Trinitario,Vietnam,Szanto Tibor,Hungary
3.5,70.0,Forastero,Brazil,Szanto Tibor,Hungary
3.5,70.0,Criollo,Venezuela,Szanto Tibor,Hungary
3.75,70.0,Trinitario,Cuba,Szanto Tibor,Hungary
3.5,70.0,Criollo,Madagascar,Szanto Tibor,Hungary
3.5,70.0,Criollo,Madagascar,Szanto Tibor,Hungary
3.25,70.0, ,Nicaragua,Szanto Tibor,Hungary
3.25,70.0, ,Dominican Republic,Szanto Tibor,Hungary
3.25,70.0, ,Madagascar,Szanto Tibor,Hungary
3.75,70.0, ,Peru,Szanto Tibor,Hungary
3.0,70.0, ,Venezuela,Szanto Tibor,Hungary
2.75,70.0, ,Costa Rica,Tabal,U.S.A.
2.75,70.0, ,Dominican Republic,Tabal,U.S.A.
2.5,70.0, ,Mexico,Tabal,U.S.A.
3.0,70.0, ,Peru,Tabal,U.S.A.
3.0,70.0, ,Colombia,Tablette (aka Vanillabeans),Japan
3.25,62.0, ,Papua New Guinea,Tablette (aka Vanillabeans),Japan
3.25,60.0,Trinitario,Vietnam,Tablette (aka Vanillabeans),Japan
2.75,77.0,Trinitario,Trinidad,Tablette (aka Vanillabeans),Japan
3.25,70.0,Trinitario,Suriname,Tan Ban Skrati,Suriname
3.0,68.0,Trinitario,Belize,Taza,U.S.A.
3.25,87.0, ,Bolivia,Taza,U.S.A.
2.75,75.0, ,Mexico,Taza,U.S.A.
3.0,70.0, ,Dominican Republic,Taza,U.S.A.
2.0,62.0,Forastero,West Africa,TCHO,U.S.A.
3.25,99.0, ,"Peru, Ecuador",TCHO,U.S.A.
2.5,70.0,Forastero,Ghana,TCHO,U.S.A.
2.5,70.0, ,Peru,TCHO,U.S.A.
2.75,70.0, ,Madagascar,TCHO,U.S.A.
2.5,70.0, ,Peru,TCHO,U.S.A.
2.75,70.0, ,Madagascar,Tejas,U.S.A.
3.0,70.0,Blend,"Ecuador, Mad., PNG",Tejas,U.S.A.
3.0,70.0, ,Papua New Guinea,Tejas,U.S.A.
3.5,70.0, ,Dominican Republic,Tejas,U.S.A.
3.25,70.0, ,Ecuador,Tejas,U.S.A.
2.0,70.0, ,Peru,Tejas,U.S.A.
3.25,70.0, ,Ecuador,Tejas,U.S.A.
2.75,70.0, ,Bolivia,Tejas,U.S.A.
3.0,70.0, ,Madagascar,Tejas,U.S.A.
3.25,70.0, ,Mexico,Tejas,U.S.A.
2.75,70.0, ,Brazil,Tejas,U.S.A.
3.0,80.0, ,Venezuela,Tejas,U.S.A.
3.25,67.0, ,Bolivia,Tejas,U.S.A.
3.5,70.0,Forastero,Brazil,Tejas,U.S.A.
2.75,70.0, ,Peru,Terroir,U.S.A.
3.75,70.0,Trinitario,Belize,Terroir,U.S.A.
3.75,70.0,Trinitario,Madagascar,Terroir,U.S.A.
3.25,70.0, ,Ecuador,Terroir,U.S.A.
3.5,70.0, ,Domincan Republic,Terroir,U.S.A.
3.75,70.0,Trinitario,Guatemala,Terroir,U.S.A.
3.25,77.0, ,Ecuador,Terroir,U.S.A.
3.75,67.0,Trinitario,Madagascar,Terroir,U.S.A.
3.75,73.0,Forastero,Uganda,Terroir,U.S.A.
3.0,70.0, ,Peru,The Barn,Sweden
3.25,65.0,Forastero,Congo,Theo,U.S.A.
3.5,65.0,Trinitario,Madagascar,Theo,U.S.A.
2.5,75.0, ,Ivory Coast,Theo,U.S.A.
3.0,84.0,Forastero,Ghana,Theo,U.S.A.
2.0,91.0,Blend,Venezuela,Theo,U.S.A.
3.0,75.0,Blend,"Ghana, Panama, Ecuador",Theo,U.S.A.
3.25,70.0, ,Peru,Theobroma,Japan
3.75,72.0,Trinitario,Belize,Timo A. Meyer,Germany
3.25,81.0,Forastero,Ecuador,To'ak (Ecuatoriana),Ecuador
4.0,70.0,Trinitario,Tobago,Tobago Estate (Pralus),France
3.0,77.0,Criollo,Bolivia,Tocoti,U.S.A.
2.75,72.0, ,Venezuela,Tocoti,U.S.A.
3.0,74.0, ,Dominican Republic,Tocoti,U.S.A.
3.0,72.0, ,Dominican Republic,Treehouse,U.S.A.
3.5,72.0, ,Madagascar,Tsara (Cinagra),Madagascar
2.75,75.0, ,Domincan Republic,twenty-four blackbirds,U.S.A.
3.5,75.0, ,Ecuador,twenty-four blackbirds,U.S.A.
3.5,75.0,Trinitario,Madagascar,twenty-four blackbirds,U.S.A.
3.25,68.0, ,Dominican Republic,twenty-four blackbirds,U.S.A.
2.5,75.0, ,Bolivia,twenty-four blackbirds,U.S.A.
2.75,73.0, ,Dominican Republic,twenty-four blackbirds,U.S.A.
3.0,60.0,Criollo,Peru,Two Ravens,U.S.A.
3.75,63.0, ,Dominican Republic,Un Dimanche A Paris,France
2.75,74.0, ,Nicaragua,Undone,U.S.A.
3.0,70.0, ,Dominican Republic,Undone,U.S.A.
3.0,72.0,Trinitario,Madagascar,Upchurch,U.S.A.
3.25,72.0, ,Tanzania,Upchurch,U.S.A.
3.25,65.0,Trinitario,Venezuela,Urzi,Italy
4.0,63.0, ,Peru,Valrhona,France
3.5,64.0, ,Dominican Republic,Valrhona,France
4.0,69.0, ,Venezuela,Valrhona,France
4.0,64.0,Criollo,Venezuela,Valrhona,France
3.75,64.0, ,Dominican Republic,Valrhona,France
3.75,66.0, ,Ecuador,Valrhona,France
3.5,68.0,Forastero,Ghana,Valrhona,France
3.0,72.0,Blend,"Venezuela, Carribean",Valrhona,France
3.75,65.0,Trinitario,Venezuela,Valrhona,France
4.0,64.0,Criollo,Madagascar,Valrhona,France
2.5,85.0,Forastero,West Africa,Valrhona,France
2.75,71.0,Forastero,West Africa,Valrhona,France
3.25,64.0,Criollo,Venezuela,Valrhona,France
3.0,66.0,Trinitario,Carribean,Valrhona,France
4.0,70.0,Criollo,South America,Valrhona,France
2.5,64.0,Trinitario,Trinidad,Valrhona,France
3.0,64.0,Criollo,Venezuela,Valrhona,France
3.5,64.0,Trinitario,Madagascar,Valrhona,France
2.5,72.0,Forastero,Ghana,Vanleer (Barry Callebaut),U.S.A.
2.75,65.0,Forastero,Ghana,Vanleer (Barry Callebaut),U.S.A.
2.75,72.0,Trinitario,Madagascar,Vao Vao (Chocolaterie Robert),Madagascar
2.75,76.0,Trinitario,Madagascar,Vao Vao (Chocolaterie Robert),Madagascar
2.75,80.0,Trinitario,Madagascar,Vao Vao (Chocolaterie Robert),Madagascar
3.0,70.0,Trinitario,Madagascar,Vao Vao (Chocolaterie Robert),Madagascar
3.0,68.0,Trinitario,Madagascar,Vao Vao (Chocolaterie Robert),Madagascar
3.25,64.0,Trinitario,Madagascar,Vao Vao (Chocolaterie Robert),Madagascar
3.25,70.0, ,Bolivia,Vicuna,U.S.A.
3.25,70.0, ,Bolivia,Vicuna,U.S.A.
3.25,90.0, ,Dominican Republic,Videri,U.S.A.
3.5,75.0,Trinitario,Trinidad,Videri,U.S.A.
3.5,75.0, ,Ecuador,Videri,U.S.A.
3.75,90.0, ,Central and S. America,Videri,U.S.A.
3.25,70.0, ,Central and S. America,Videri,U.S.A.
3.5,70.0,Trinitario,Vietnam,Vietcacao (A. Morin),France
3.0,75.0, ,Peru,Vintage Plantations,U.S.A.
2.0,100.0,Forastero,Ecuador,Vintage Plantations (Tulicorp),U.S.A.
2.0,90.0,Forastero,Ecuador,Vintage Plantations (Tulicorp),U.S.A.
3.0,75.0,Forastero,Ecuador,Vintage Plantations (Tulicorp),U.S.A.
3.0,65.0,Forastero,Ecuador,Vintage Plantations (Tulicorp),U.S.A.
2.75,77.0,Trinitario,Madagascar,Violet Sky,U.S.A.
3.0,77.0,Criollo,Belize,Violet Sky,U.S.A.
3.0,77.0,Criollo,Venezuela,Violet Sky,U.S.A.
3.25,77.0,Criollo,Peru,Violet Sky,U.S.A.
2.75,77.0,Trinitario,Guatemala,Violet Sky,U.S.A.
2.5,70.0, ,Peru,Vivra,U.S.A.
2.5,70.0, ,Venezuela,Vivra,U.S.A.
3.0,70.0, ,Domincan Republic,Vivra,U.S.A.
3.5,70.0,Trinitario,Dominican Republic,Wellington Chocolate Factory,New Zealand
3.5,70.0, ,Peru,Wellington Chocolate Factory,New Zealand
2.5,72.0,Forastero,Ghana,Whittakers,New Zealand
2.5,75.0,Criollo,Peru,Wilkie's Organic,Ireland
2.75,89.0,Criollo,Peru,Wilkie's Organic,Ireland
3.25,75.0,Criollo,Peru,Wilkie's Organic,Ireland
2.75,75.0,Criollo,Peru,Wilkie's Organic,Ireland
4.0,70.0, ,Colombia,Willie's Cacao,U.K.
3.0,88.0,Trinitario,Colombia,Willie's Cacao,U.K.
2.25,100.0, ,Indonesia,Willie's Cacao,U.K.
3.0,71.0,Trinitario,Madagascar,Willie's Cacao,U.K.
3.5,72.0, ,Venezuela,Willie's Cacao,U.K.
3.75,69.0, ,Indonesia,Willie's Cacao,U.K.
3.0,70.0, ,Peru,Willie's Cacao,U.K.
3.25,72.0,Trinitario,Venezuela,Willie's Cacao,U.K.
3.0,74.0,Criollo,Venezuela,Wm,U.S.A.
3.5,76.0, ,Bolivia,Wm,U.S.A.
3.75,75.0, ,Ghana,Wm,U.S.A.
3.0,70.0,Forastero,Peru,Woodblock,U.S.A.
3.25,70.0, ,Ecuador,Woodblock,U.S.A.
3.5,70.0,Trinitario,Trinidad,Woodblock,U.S.A.
2.5,70.0, ,Ecuador,Woodblock,U.S.A.
3.0,70.0, ,Costa Rica,Woodblock,U.S.A.
3.25,70.0,Trinitario,Madagascar,Woodblock,U.S.A.
4.0,70.0, ,Venezuela,Woodblock,U.S.A.
3.5,70.0, ,Dominican Republic,Woodblock,U.S.A.
3.0,66.0, ,Dominican Republic,Xocolat,Domincan Republic
2.75,70.0, ,Madagascar,Xocolla,U.S.A.
2.5,70.0, ,Dominican Republic,Xocolla,U.S.A.
3.0,70.0, ,Papua New Guinea,Zak's,U.S.A.
3.25,70.0, ,Domincan Republic,Zak's,U.S.A.
3.25,70.0,Trinitario,Madagascar,Zak's,U.S.A.
3.25,70.0, ,Peru,Zak's,U.S.A.
3.5,70.0,Trinitario,Belize,Zak's,U.S.A.
3.5,70.0,Criollo,Madagascar,Zart Pralinen,Austria
2.75,70.0,Nacional (Arriba),Ecuador,Zart Pralinen,Austria
2.75,85.0,Trinitario,Trinidad,Zart Pralinen,Austria
3.0,85.0,Criollo,Tanzania,Zart Pralinen,Austria
3.5,70.0,Criollo,Tanzania,Zart Pralinen,Austria
3.5,78.0,Trinitario,Trinidad,Zart Pralinen,Austria
3.75,78.0, ,Solomon Islands,Zokoko,Australia
3.5,68.0, ,Bolivia,Zokoko,Australia
3.5,66.0,Trinitario,Papua New Guinea,Zokoko,Australia
3.75,72.0, ,Bolivia,Zokoko,Australia
3.5,72.0, ,Panama,Zotter,Austria
3.0,70.0,Criollo,Peru,Zotter,Austria
3.5,70.0,Criollo,Peru,Zotter,Austria
3.75,62.0, ,Dominican Republic,Zotter,Austria
3.0,75.0,Forastero,Ecuador,Zotter,Austria
3.0,75.0,Criollo,Papua New Guinea,Zotter,Austria
3.25,90.0, ,Bolivia,Zotter,Austria
3.75,70.0, ,Dominican Republic,Zotter,Austria
3.25,68.0,Forastero,Congo,Zotter,Austria
3.75,70.0, ,Peru,Zotter,Austria
3.0,65.0,Forastero,Congo,Zotter,Austria
3.5,65.0,Forastero,India,Zotter,Austria
3.25,62.0, ,India,Zotter,Austria
3.0,65.0, ,Brazil,Zotter,Austria
